Time_s,Current_A,Voltage_V
5003.025699,0.000190588,3.453348637
5004.028609,0.000378419,3.453348637
5005.038752,0.000190588,3.453348637
5006.04575,0.000190588,3.453348637
5007.052762,0.000190588,3.453656435
5008.059937,0.000190588,3.453656435
5009.069957,0.000190588,3.453964233
5010.077866,2.76E-06,3.453964233
5011.077973,0.000378419,3.454272032
5012.081002,0.000190588,3.45457983
5013.082125,0.000190588,3.45457983
5014.091212,0.000190588,3.45488739
5015.095153,0.000378419,3.455195189
5016.095184,0.000190588,3.45488739
5017.104248,0.000190588,3.455195189
5018.109483,-0.480844796,3.378559113
5019.110477,-0.480844796,3.375173569
5020.118455,-0.480656952,3.373019218
5021.121843,-0.480656952,3.37086463
5022.12851,-0.480656952,3.368710279
5023.134565,-0.480656952,3.366863728
5024.137626,-0.480656952,3.365324736
5025.146647,-0.480656952,3.363478184
5026.151726,-0.480844796,3.361939192
5027.159726,-0.480844796,3.360400438
5028.161976,-0.480656952,3.358861446
5029.167986,-0.480844796,3.357322693
5030.174056,-0.480656952,3.355783701
5031.179963,-0.480469137,3.354552507
5032.181176,-0.480656952,3.353321552
5033.190076,-0.480844796,3.35178256
5034.199121,-0.480656952,3.350859404
5035.205113,-0.480844796,3.349320412
5036.20738,-0.480656952,3.348089218
5037.210529,-0.480656952,3.347166061
5038.218313,-0.480656952,3.345934868
5039.223391,-0.480844796,3.344703674
5040.227361,-0.480656952,3.343780518
5041.234449,-0.480656952,3.342549324
5042.242462,-0.961880147,3.264374256
5043.247519,-0.962068021,3.261296511
5044.254619,-0.962068021,3.258526564
5045.255646,-0.962068021,3.255756617
5046.264763,-0.962068021,3.253294468
5047.273824,-0.962068021,3.250832081
5048.277786,-0.962255836,3.248369932
5049.278855,-0.962068021,3.24652338
5050.284906,-0.961880147,3.244368792
5051.2909,-0.962255836,3.24252224
5052.295065,-0.962068021,3.240675688
5053.300007,-0.962068021,3.238828897
5054.302212,0.481225967,3.466890812
5055.302302,0.481225967,3.470891714
5056.306299,0.481225967,3.474277258
5057.316263,0.481225967,3.476739645
5058.323307,0.481225967,3.479201794
5059.327304,0.481225967,3.481048346
5060.334419,0.481413782,3.483510733
5061.337407,0.481225967,3.485665083
5062.338505,-0.480844796,3.333008289
5063.340558,-0.480656952,3.331161737
5064.341611,-0.480844796,3.329314947
5065.34278,-0.480656952,3.328083992
5066.352664,-0.480844796,3.326852798
5067.355746,-0.480844796,3.325313807
5068.357846,-0.480844796,3.324082851
5069.366883,-0.48103261,3.323159456
5070.367015,-0.480844796,3.322236061
5071.373087,-0.480656952,3.321620703
5072.382062,-0.480844796,3.320389509
5073.391062,-0.480656952,3.319773912
5074.391131,-0.480656952,3.318850517
5075.397155,-0.480656952,3.317927361
5076.402316,-0.480656952,3.317311764
5077.406269,-0.480656952,3.31608057
5078.410393,-0.480469137,3.315772772
5079.415373,-0.480656952,3.314849615
5080.421474,-0.480656952,3.31392622
5081.43078,-0.480656952,3.313310623
5082.434515,-0.480844796,3.312387228
5083.434531,-0.480844796,3.311464071
5084.44261,-0.480844796,3.310848475
5085.449622,-0.480844796,3.310232878
5086.450878,-0.480844796,3.309617281
5087.458762,-0.480844796,3.308694124
5088.45984,-0.480844796,3.308386326
5089.466788,-0.480656952,3.308078527
5090.471951,-0.480656952,3.307462931
5091.480034,-0.480656952,3.306539536
5092.489007,-0.480844796,3.305923939
5093.49808,-0.480656952,3.30530858
5094.507116,-0.480656952,3.304692984
5095.508162,-0.480844796,3.303769588
5096.513203,-0.480656952,3.303769588
5097.521991,-0.480844796,3.302846193
5098.531352,-0.480656952,3.302538633
5099.535602,-0.480656952,3.301615238
5100.541358,-0.480844796,3.300999641
5101.543442,-0.480656952,3.300384045
5102.544637,-0.480656952,3.300076246
5103.545688,-0.480656952,3.299768448
5104.547558,-0.480844796,3.298537493
5105.554053,-0.480656952,3.298229694
5106.559652,-0.962068021,3.220978022
5107.559749,-0.962068021,3.219131231
5108.56889,-0.962068021,3.217284679
5109.569849,-0.962068021,3.216053486
5110.573916,-0.962068021,3.214206934
5111.575913,-0.962068021,3.21297574
5112.581021,-0.962068021,3.211744785
5113.586092,-0.962068021,3.210513592
5114.592084,-0.962068021,3.209282398
5115.600149,-0.962255836,3.208051443
5116.608548,-0.962068021,3.207128048
5117.614264,-0.962255836,3.205896854
5118.623462,0.481225967,3.434882164
5119.630476,0.481225967,3.437959909
5120.633375,0.481225967,3.44011426
5121.63749,0.481225967,3.441653252
5122.643633,0.481225967,3.443499804
5123.647578,0.481225967,3.445038557
5124.649814,0.481225967,3.446577549
5125.65468,0.481225967,3.448116541
5126.657713,0.000190588,3.372403622
5127.661844,0.000378419,3.37271142
5128.663972,0.000190588,3.37271142
5129.668883,0.000190588,3.37271142
5130.677923,0.000378419,3.373019218
5131.680967,0.000190588,3.373327017
5132.682978,0.000190588,3.373634815
5133.689159,0.000190588,3.373942375
5134.691115,0.000190588,3.374250174
5135.697216,0.000190588,3.374250174
5136.702218,2.76E-06,3.374557972
5137.711248,0.000190588,3.37486577
5138.714319,0.000190588,3.37486577
5139.717365,0.000190588,3.375173569
5140.720579,0.000190588,3.375789165
5141.720593,-0.480844796,3.301923037
5142.725474,-0.480844796,3.298845291
5143.733909,-0.480844796,3.297921896
5144.735636,-0.480844796,3.296690702
5145.744669,-0.480656952,3.296075106
5146.745863,-0.480844796,3.295459747
5147.745866,-0.480656952,3.294536352
5148.753811,-0.480844796,3.293612957
5149.754032,-0.480656952,3.29299736
5150.761172,-0.480844796,3.2926898
5151.763159,-0.480844796,3.292074203
5152.772037,-0.480844796,3.291150808
5153.772187,-0.480844796,3.290535212
5154.776924,-0.480469137,3.290227413
5155.782271,-0.480656952,3.289304256
5156.78624,-0.480656952,3.28868866
5157.792434,-0.480844796,3.288380861
5158.796455,-0.480844796,3.287765265
5159.80237,-0.480656952,3.287457466
5160.809491,-0.480844796,3.287149668
5161.811598,-0.480656952,3.286226511
5162.815702,-0.480844796,3.285918713
5163.823553,-0.480656952,3.285610914
5164.825574,-0.480844796,3.284995317
5165.82795,-0.480844796,3.284379721
5166.837732,-0.480844796,3.284379721
5167.839791,-0.480844796,3.283456326
5168.841921,-0.480656952,3.283456326
5169.851029,-0.480844796,3.282840967
5170.854043,-0.480656952,3.282533169
5171.85718,-0.480656952,3.28222537
5172.859965,-0.480656952,3.281609774
5173.865166,-0.480656952,3.281301975
5174.868346,-0.480844796,3.280686378
5175.86992,-0.480656952,3.280686378
5176.878616,-0.480656952,3.28037858
5177.887442,-3.849219322,2.752543211
5178.893075,-3.849219322,2.740847826
5179.894112,-3.849219322,2.734076738
5180.897627,-3.849219322,2.727305651
5181.902742,-3.849219322,2.722689152
5182.911684,-3.849219322,2.717764616
5183.913788,-3.849219322,2.714071274
5184.916389,-3.849219322,2.710377932
5185.922408,-2.405737638,2.93320775
5186.924871,-2.405925512,2.933515549
5187.932927,-2.405925512,2.932592154
5188.934876,-2.405737638,2.931668758
5189.945041,-2.405737638,2.930745363
5190.945916,-2.405925512,2.92920661
5191.946172,-2.405737638,2.928591013
5192.94628,-2.405925512,2.927359819
5193.952129,-2.405925512,2.926128864
5194.953234,-2.405737638,2.925205469
5195.959483,-2.405737638,2.924282074
5196.967319,-2.405737638,2.923051119
5197.96835,-2.405737638,2.922435522
5198.970468,-2.405737638,2.921204329
5199.973394,-2.405737638,2.920281172
5200.977379,-2.405737638,2.919665575
5201.97958,-2.405737638,2.91874218
5202.983491,-2.405737638,2.917818785
5203.991611,-2.405925512,2.916895628
5204.997583,-2.405737638,2.91658783
5205.997669,-2.405737638,2.915664434
5207.006686,-2.405737638,2.915048838
5208.010771,-2.405737638,2.914433241
5209.010817,-2.405737638,2.913510084
5210.019841,0.962824821,3.44226861
5211.020943,0.962824821,3.448424101
5212.023964,0.962824821,3.452425241
5213.032157,0.962824821,3.455502987
5214.042232,0.962637007,3.458580732
5215.049161,0.962824821,3.460735321
5216.050164,0.962824821,3.463505268
5217.053226,0.962824821,3.465967417
5218.059271,-0.962068021,3.165886164
5219.068375,-0.962068021,3.164039373
5220.073343,-0.962255836,3.162808418
5221.073376,-0.962068021,3.16250062
5222.075599,-0.962068021,3.162192822
5223.076538,-0.961880147,3.161885023
5224.078724,-0.962068021,3.161577225
5225.086588,-0.962068021,3.161269426
5226.093903,-0.962068021,3.161269426
5227.10073,-0.961880147,3.161269426
5228.106805,-0.961880147,3.160961628
5229.115347,-0.962068021,3.160961628
5230.120881,-0.962068021,3.16065383
5231.124927,-0.962068021,3.16065383
5232.133078,-0.962068021,3.16065383
5233.13804,-0.962068021,3.16065383
5234.144243,-0.962068021,3.16065383
5235.146199,-0.962068021,3.16065383
5236.147183,-0.962255836,3.16065383
5237.148299,-0.962068021,3.160346031
5238.153286,-0.962255836,3.160346031
5239.153339,-0.961880147,3.16065383
5240.163413,-0.962068021,3.16065383
5241.164591,-0.962068021,3.160346031
5242.170483,-0.962068021,3.160346031
5243.170484,-0.961880147,3.160346031
5244.177589,-0.962068021,3.160346031
5245.183587,-0.962068021,3.160038471
5246.19168,-0.962068021,3.160038471
5247.200771,-0.962068021,3.160346031
5248.201069,-0.962068021,3.160038471
5249.203861,-0.962068021,3.160038471
5250.21088,1.925271273,3.614007473
5251.211898,1.925083399,3.619547606
5252.215001,1.925271273,3.623548508
5253.22303,1.925083399,3.626626253
5254.224072,1.925083399,3.629703999
5255.227335,1.925083399,3.632166386
5256.234203,1.925083399,3.634936333
5257.237194,1.925083399,3.63770628
5258.237288,0.000190588,3.337932825
5259.241609,0.000190588,3.336086035
5260.250534,0.000190588,3.335470438
5261.253604,0.000190588,3.335470438
5262.263462,0.000190588,3.33516264
5263.264593,0.000190588,3.33516264
5264.26574,0.000378419,3.33516264
5265.271439,0.000190588,3.335470438
5266.279714,0.000190588,3.335470438
5267.286783,0.000190588,3.335470438
5268.291834,0.000190588,3.335470438
5269.297837,0.000190588,3.335778236
5270.299913,0.000190588,3.336086035
5271.305964,0.000190588,3.336086035
5272.314951,2.76E-06,3.336086035
5273.31801,0.000190588,3.336086035
5274.32512,0.000190588,3.336393833
5275.326167,2.76E-06,3.336393833
5276.328168,0.000190588,3.336701632
5277.335233,0.000378419,3.33700943
5278.344392,0.000378419,3.33700943
5279.348342,2.76E-06,3.33700943
5280.353384,0.000190588,3.337625027
5281.353528,0.000190588,3.337317228
5282.355494,0.000378419,3.337625027
5283.360538,0.000378419,3.337625027
5284.365716,0.000190588,3.337625027
5285.370636,2.76E-06,3.337932825
5286.374948,0.000190588,3.338240385
5287.384925,0.000190588,3.338240385
5288.394788,0.000190588,3.338240385
5289.402973,0.000190588,3.338240385
5290.407899,0.000190588,3.338855982
5291.414952,0.000190588,3.338548183
5292.422053,0.000190588,3.33916378
5293.429044,2.76E-06,3.33916378
5294.432047,0.000190588,3.33916378
5295.440256,0.000378419,3.339471579
5296.447246,0.000190588,3.33916378
5297.453406,0.000190588,3.339471579
5297.68648,0.000190588,3.33916378
5297.690385,0,3.339471579
5298.694013,0.000190588,3.339779377
5299.703059,0.000190588,3.339471579
5300.707175,0.000190588,3.340087175
5301.717178,0.000190588,3.339779377
5302.71722,0.000190588,3.340087175
5303.724374,0.000190588,3.340087175
5304.734321,0.000378419,3.340087175
5305.737421,0.000190588,3.340394974
5306.737423,0.000190588,3.340087175
5307.739463,0.000190588,3.340394974
5308.739563,2.76E-06,3.340394974
5309.749578,0.000190588,3.340394974
5310.75672,0.000190588,3.341010571
5311.764763,0.000190588,3.340702772
5312.770719,0.000190588,3.340702772
5313.773724,0.000190588,3.341010571
5314.782946,-0.48103261,3.266221046
5315.791868,-0.48103261,3.264989853
5316.798016,-0.480656952,3.264374256
5317.80398,-0.480844796,3.263451099
5318.80497,-0.480656952,3.263143301
5319.805111,-0.480656952,3.262527704
5320.810121,-0.480656952,3.262219906
5321.816168,-0.480844796,3.261912107
5322.826185,-0.480656952,3.261604309
5323.83128,-0.480844796,3.260988712
5324.837743,-0.480844796,3.260680914
5325.844366,-0.480656952,3.260373354
5326.848423,-0.480844796,3.259757757
5327.855438,-0.480844796,3.259449959
5328.859475,-0.480844796,3.25914216
5329.861599,-0.480656952,3.25914216
5330.870584,-0.480656952,3.258834362
5331.871671,-0.480656952,3.258218765
5332.881047,-0.480844796,3.258218765
5333.885793,-0.480656952,3.258218765
5334.887828,-0.480844796,3.257603168
5335.895134,-0.480844796,3.257603168
5336.901936,-0.480656952,3.25729537
5337.902971,-0.480469137,3.256680012
5338.902983,-0.480656952,3.256680012
5339.903069,-0.480844796,3.256680012
5340.911125,-0.480656952,3.256372213
5341.916321,-0.480656952,3.256064415
5342.924248,-0.961880147,3.180659294
5343.932235,-0.961880147,3.179428339
5344.935321,-0.962068021,3.178504944
5345.944369,-0.962068021,3.177581549
5346.951692,-0.962068021,3.176658154
5347.955504,-0.962068021,3.176042795
5348.964543,-0.962068021,3.175427198
5349.969624,-0.962068021,3.174811602
5350.977683,-0.962255836,3.174196005
5351.983983,-0.962068021,3.173580408
5352.989806,-0.962068021,3.17296505
5353.998806,-0.962068021,3.172657251
5355.00578,0.481225967,3.398256779
5356.011879,0.481225967,3.401334524
5357.020871,0.481413782,3.402873516
5358.025122,0.481038123,3.404104471
5359.028065,0.481225967,3.405335665
5360.029089,0.481225967,3.40656662
5361.03427,0.481225967,3.407182217
5362.042245,0.481225967,3.40841341
5363.043345,0.000190588,3.334239483
5364.051235,0.000190588,3.333931684
5365.060378,2.76E-06,3.333623886
5366.067375,0.000190588,3.333931684
5367.072428,0.000190588,3.334547281
5368.077445,0.000190588,3.334547281
5369.08562,0.000190588,3.334547281
5370.086573,0.000190588,3.334547281
5371.09502,0.000378419,3.33516264
5372.098701,0.000190588,3.33516264
5373.104724,0.000190588,3.335470438
5374.110753,0.000378419,3.335778236
5375.116841,0.000190588,3.335778236
5376.116941,0.000378419,3.336086035
5377.121989,0.000190588,3.336086035
5378.128934,0.000190588,3.336393833
5379.135171,-0.480656952,3.260988712
5380.140077,-0.480844796,3.260065556
5381.147136,-0.480656952,3.259449959
5382.153308,-0.480656952,3.25914216
5383.162187,-0.480844796,3.258526564
5384.163334,-0.480656952,3.258218765
5385.165323,-0.480844796,3.257910967
5386.173387,-0.480844796,3.257603168
5387.179168,-0.480844796,3.25698781
5388.187481,-0.480656952,3.25698781
5389.189532,-0.480656952,3.256680012
5390.190321,-0.48103261,3.256372213
5391.197634,-0.480844796,3.256064415
5392.20068,-0.480844796,3.256064415
5393.205718,-0.480844796,3.255448818
5394.212946,-0.480844796,3.255448818
5395.218112,-0.48103261,3.25514102
5396.22291,-0.480844796,3.254833221
5397.223977,-0.480844796,3.254833221
5398.231991,-0.480844796,3.254525423
5399.238172,-0.480656952,3.254217625
5400.247082,-0.480656952,3.254217625
5401.255165,-0.480656952,3.254217625
5402.26016,-0.480656952,3.254217625
5403.269278,-0.962068021,3.177889347
5404.273279,-0.962068021,3.176658154
5405.278454,-0.961880147,3.175734997
5406.28537,-0.961880147,3.175427198
5407.285481,-0.961880147,3.174196005
5408.292521,-0.962068021,3.173888206
5409.295584,-0.962068021,3.17296505
5410.29559,-0.962255836,3.172349453
5411.302647,-0.961880147,3.172657251
5412.306685,-0.962068021,3.171426058
5413.3128,-0.962068021,3.170810461
5414.319798,-0.962068021,3.170502663
5415.324855,0.481225967,3.397333384
5416.332879,0.481225967,3.399795532
5417.336934,0.481225967,3.401334524
5418.339003,0.481038123,3.402565718
5419.348079,0.481225967,3.403796673
5420.353124,0.481413782,3.405335665
5421.355257,0.481413782,3.405951262
5422.364187,0.481225967,3.406874418
5423.365391,-0.480656952,3.256372213
5424.369283,-0.480844796,3.255756617
5425.378478,-0.480656952,3.254833221
5426.379381,-0.480656952,3.254217625
5427.386491,-0.480844796,3.253602266
5428.394607,-0.480844796,3.253602266
5429.39966,-0.480844796,3.253602266
5430.408615,-0.480844796,3.25298667
5431.415642,-0.480844796,3.252678871
5432.423908,-0.480656952,3.252678871
5433.427788,-0.480844796,3.252371073
5434.432789,-0.480844796,3.252063274
5435.438842,-0.480844796,3.252063274
5436.448857,-0.480844796,3.252063274
5437.453014,-0.480844796,3.251755476
5438.46095,-0.480656952,3.251755476
5439.467037,-0.480656952,3.251447678
5440.473094,-0.480656952,3.251447678
5441.483158,-0.480656952,3.251139879
5442.487333,-0.480656952,3.250832081
5443.489206,-0.480656952,3.250832081
5444.4955,-0.480656952,3.250832081
5445.49839,-0.480656952,3.250832081
5446.505426,-0.480656952,3.250524521
5447.509447,-0.480844796,3.250524521
5448.513489,-0.480844796,3.250524521
5449.514869,-0.480656952,3.250524521
5450.518608,-0.480656952,3.250216722
5451.523637,-0.480844796,3.249908924
5452.528061,-0.480844796,3.249601126
5453.529747,-0.480656952,3.249601126
5454.530775,-0.480656952,3.249601126
5455.538963,-0.480844796,3.249601126
5456.5469,-0.480656952,3.249293327
5457.555117,-0.480844796,3.249293327
5458.558953,-0.480656952,3.249601126
5459.565127,-0.480656952,3.249293327
5460.575176,-0.480656952,3.249293327
5461.57919,-0.480656952,3.249601126
5462.586195,-0.480844796,3.249293327
5463.594288,-0.48103261,3.248677731
5464.59829,-0.480844796,3.248677731
5465.603382,-0.480844796,3.248985529
5466.6084,-0.480656952,3.248985529
5467.609447,-0.962068021,3.172657251
5468.612863,-0.962068021,3.171426058
5469.620546,-0.962068021,3.170810461
5470.626596,-0.962068021,3.170502663
5471.635614,-0.962068021,3.169579506
5472.635648,-0.962068021,3.168963909
5473.638761,-0.962068021,3.168656111
5474.643851,-0.962255836,3.168348312
5475.649852,-0.962068021,3.167732716
5476.65694,-0.962068021,3.167424917
5477.664942,-0.962255836,3.16680932
5478.67301,-0.962068021,3.16650176
5479.674365,0.481225967,3.394563437
5480.677154,0.481038123,3.396717787
5481.685213,0.481225967,3.39794898
5482.693326,0.481225967,3.399487972
5483.698247,0.481225967,3.400718927
5484.704772,0.481225967,3.401642323
5485.712359,0.481225967,3.402565718
5486.718401,0.000190588,3.329622746
5487.719737,0.000190588,3.328083992
5488.729508,0.000190588,3.32839179
5489.737637,0.000190588,3.32839179
5490.744749,0.000190588,3.32839179
5491.748648,0.000190588,3.32869935
5492.755729,0.000190588,3.329007149
5493.758757,0.000190588,3.329314947
5494.762804,0.000190588,3.329622746
5495.771232,0.000190588,3.329930544
5496.774907,0.000190588,3.330238342
5497.779951,0.000190588,3.330238342
5498.780145,0.000378419,3.330853939
5499.782825,0.000190588,3.330546141
5500.788104,0.000190588,3.330853939
5501.789153,0.000190588,3.331469536
5502.795207,-0.480844796,3.256680012
5503.798292,-0.480844796,3.255448818
5504.799303,-0.480844796,3.254833221
5505.803348,-0.480656952,3.254217625
5506.805618,-0.480844796,3.253910065
5507.812452,-0.480656952,3.253602266
5508.817507,-0.480656952,3.253294468
5509.820716,-0.480656952,3.253294468
5510.829611,-0.480844796,3.252678871
5511.837687,-0.480844796,3.252678871
5512.840716,-0.48103261,3.252371073
5513.848754,-0.480844796,3.252063274
5514.85281,-0.480844796,3.251755476
5515.860859,-0.480844796,3.251755476
5516.864919,-0.480844796,3.251447678
5517.869682,-0.480656952,3.251447678
5518.874016,-0.480656952,3.251447678
5519.884078,-0.480844796,3.250832081
5520.884113,-0.480844796,3.250832081
5521.890161,-0.480844796,3.250524521
5522.895975,-0.480656952,3.250524521
5523.901249,-0.480844796,3.250216722
5524.9093,-0.480844796,3.249908924
5525.911821,-0.480656952,3.249908924
5526.920451,-0.480844796,3.249601126
5527.92047,-0.480656952,3.249601126
5528.928233,-0.480844796,3.249293327
5529.936561,-0.480656952,3.249601126
5530.940791,-0.480844796,3.249293327
5531.949656,-0.480844796,3.248985529
5532.954722,-0.480844796,3.248985529
5533.96279,-0.480844796,3.248677731
5534.967989,-0.480844796,3.248985529
5535.969892,-0.480656952,3.248677731
5536.971082,-0.480844796,3.248369932
5537.973973,-0.480656952,3.248677731
5538.976063,-3.849219322,2.720842361
5539.980037,-3.849219322,2.713148117
5540.988107,-3.849219322,2.707915783
5541.990163,-3.849219322,2.703914642
5542.999191,-3.849219322,2.700221539
5544.003287,-3.849219322,2.696835995
5545.01233,-3.849219322,2.693758249
5546.013418,-3.849219322,2.690988064
5547.020453,-2.405925512,2.914433241
5548.02946,-2.405925512,2.915664434
5549.035515,-2.405925512,2.914741039
5550.038857,-2.405549765,2.914741039
5551.04262,-2.405925512,2.913510084
5552.043693,-2.405737638,2.913510084
5553.052869,-2.405737638,2.912894487
5554.059747,-2.405925512,2.911971092
5555.068847,-2.405737638,2.911047697
5556.07587,-2.405737638,2.910432339
5557.079912,-2.405737638,2.909508944
5558.087003,-2.405925512,2.908893347
5559.091018,-2.405737638,2.908585548
5560.092043,-2.405737638,2.907662392
5561.09812,-2.405925512,2.907046795
5562.10515,-2.405549765,2.906738997
5563.111245,-2.405737638,2.905815601
5564.1215,-2.405737638,2.905507803
5565.124422,-2.405737638,2.904892206
5566.132681,-2.405925512,2.904276848
5567.139591,-2.405737638,2.903661251
5568.140674,-2.405925512,2.903045654
5569.149717,-2.405737638,2.902737856
5570.155684,-2.405737638,2.902430058
5571.159822,0.962637007,3.431804419
5572.166867,0.962824821,3.437344313
5573.173713,0.962824821,3.441037655
5574.175855,0.962824821,3.444423199
5575.176031,0.962824821,3.447193146
5576.177864,0.962824821,3.449963093
5577.18721,0.962824821,3.451809645
5578.187969,0.962637007,3.454272032
5579.194173,-0.962255836,3.153575182
5580.203298,-0.962068021,3.15203619
5581.207298,-0.962068021,3.151112795
5582.210445,-0.962068021,3.150804996
5583.212195,-0.962068021,3.150804996
5584.217357,-0.962068021,3.150497198
5585.225102,-0.962068021,3.150497198
5586.232563,-0.962068021,3.150189638
5587.239469,-0.962068021,3.150189638
5588.247634,-0.962255836,3.150189638
5589.25571,-0.962068021,3.150189638
5590.265397,-0.962068021,3.150497198
5591.268785,-0.962068021,3.150189638
5592.27664,-0.962068021,3.150189638
5593.280479,-0.962068021,3.150497198
5594.284978,-0.962068021,3.150189638
5595.291578,-0.962068021,3.150497198
5596.300034,-0.962068021,3.150497198
5597.307656,-0.962068021,3.150497198
5598.310492,-0.962068021,3.150497198
5599.311983,-0.961880147,3.150497198
5600.318272,-0.962068021,3.150804996
5601.321447,-0.962068021,3.150804996
5602.326179,-0.962068021,3.150804996
5603.332183,-0.961880147,3.150804996
5604.338641,-0.961880147,3.150804996
5605.344051,-0.962255836,3.150497198
5606.345612,-0.962068021,3.150804996
5607.353165,-0.961880147,3.150804996
5608.353664,-0.962068021,3.150804996
5609.353671,-0.962068021,3.150804996
5610.356859,-0.962068021,3.150804996
5611.363804,1.925083399,3.605389833
5612.373002,1.925083399,3.610621929
5613.381879,1.925271273,3.614007473
5614.383748,1.925083399,3.617393017
5615.386033,1.925271273,3.620162964
5616.390848,1.925083399,3.622625351
5617.401036,1.925083399,3.624779701
5618.409935,1.925083399,3.62724185
5619.415206,0.000190588,3.327160597
5620.425898,0.000378419,3.325929403
5621.436171,0.000190588,3.325313807
5622.44015,0.000190588,3.325006247
5623.445532,0.000190588,3.325006247
5624.449234,0.000378419,3.325006247
5625.455477,2.76E-06,3.324698448
5626.459415,0.000190588,3.325313807
5627.468473,0.000190588,3.325313807
5628.475481,0.000190588,3.325006247
5629.478582,0.000378419,3.325621605
5630.47862,0.000378419,3.325621605
5631.481426,0.000190588,3.325621605
5632.488714,0.000378419,3.326237202
5633.49684,0.000378419,3.325929403
5634.501999,0.000190588,3.326237202
5635.506983,0.000190588,3.326545
5636.510889,0.000190588,3.326545
5637.518924,0.000190588,3.326852798
5638.524066,0.000190588,3.326852798
5639.531392,0.000190588,3.326852798
5640.538065,0.000190588,3.327468395
5641.539207,0.000190588,3.327468395
5642.545454,2.76E-06,3.327468395
5643.548332,0.000190588,3.327776194
5644.550895,0.000190588,3.327776194
5645.554544,0.000190588,3.327776194
5646.55938,0.000190588,3.328083992
5647.561868,0.000378419,3.328083992
5648.564696,0.000190588,3.328083992
5649.568262,0.000190588,3.32839179
5650.577425,0.000190588,3.32839179
5651.5867,0.000378419,3.329007149
5652.592684,0.000190588,3.329007149
5653.594124,0.000190588,3.32869935
5654.599,0.000190588,3.329622746
5655.600764,0.000190588,3.329007149
5656.611063,0.000190588,3.329314947
5657.616937,0.000190588,3.329314947
5658.623359,0.000190588,3.329622746
5658.694996,0.000190588,3.329930544
5658.696908,0,3.329622746
5659.703569,0.000378419,3.329930544
5660.704577,0.000190588,3.329930544
5661.711438,0.000190588,3.329930544
5662.716486,0.000190588,3.330238342
5663.721906,0.000378419,3.330238342
5664.727842,0.000190588,3.330546141
5665.734815,0.000190588,3.330238342
5666.739658,0.000190588,3.330546141
5667.744966,0.000378419,3.330546141
5668.747235,2.76E-06,3.330853939
5669.750088,0.000378419,3.330853939
5670.76028,0.000190588,3.330853939
5671.765789,0.000190588,3.330853939
5672.767375,0.000190588,3.331161737
5673.776403,0.000190588,3.330853939
5674.785368,0.000190588,3.331161737
5675.794153,-0.480656952,3.25698781
5676.802439,-0.480656952,3.255448818
5677.806503,-0.480844796,3.254525423
5678.808657,-0.480844796,3.253910065
5679.80884,-0.480656952,3.253602266
5680.816642,-0.480844796,3.253294468
5681.817434,-0.480844796,3.25298667
5682.825547,-0.480844796,3.252678871
5683.833782,-0.480844796,3.252371073
5684.841986,-0.480844796,3.252063274
5685.851171,-0.480844796,3.251447678
