Step_Time_s,Current_A,Voltage_V
340.1027065,-0.049994614,3.443192005
345.1027492,-0.049991097,3.442576408
350.1027831,-0.049991097,3.441960812
355.1027927,-0.049991097,3.441345453
360.1028204,-0.049994614,3.440729856
365.1029109,-0.049991097,3.440422058
370.1029805,-0.049994614,3.439498663
375.1029879,-0.049994614,3.438883066
380.1030306,-0.049991097,3.438575268
385.1030495,-0.049991097,3.438267708
390.1030999,-0.049994614,3.437344313
395.1031469,-0.049994614,3.436728716
400.1031692,-0.049991097,3.436420918
405.1032281,-0.049991097,3.435805321
410.1032496,-0.049994614,3.435189962
415.1032739,-0.049991097,3.434882164
420.1033436,-0.049998134,3.434266567
425.1033909,-0.049991097,3.433958769
430.103434,-0.049991097,3.433343172
435.1034687,-0.049991097,3.432419777
440.1035507,-0.049998134,3.432111979
445.103553,-0.049991097,3.431804419
450.1035538,-0.049994614,3.431188822
455.1036311,-0.049994614,3.430573225
460.1036719,-0.049991097,3.429957628
465.1037043,-0.049987577,3.42964983
470.1037485,-0.049991097,3.429342031
475.1037751,-0.049994614,3.428726673
480.1038336,-0.049994614,3.428418875
485.1038702,-0.049994614,3.427803278
490.1039118,-0.049994614,3.426879883
495.1039533,-0.049987577,3.426572084
500.1039583,-0.049994614,3.426264286
505.1040361,-0.049994614,3.425648689
510.1040754,-0.049994614,3.425341129
515.1141167,-0.049994614,3.424725533
520.1141544,-0.049991097,3.424417734
525.114196,-0.049998134,3.423802137
530.1142464,-0.049991097,3.423494339
535.1142826,-0.049987577,3.422878742
540.1143157,-0.049994614,3.422570944
545.1143507,-0.049998134,3.421955585
550.1143938,-0.049987577,3.421647787
555.1144373,-0.049994614,3.421339989
560.1144816,-0.049994614,3.420416594
565.1145147,-0.049994614,3.420416594
570.1145624,-0.049991097,3.419800997
575.1146056,-0.049994614,3.419493198
580.1146156,-0.049991097,3.41887784
585.114698,-0.049991097,3.418262243
590.1147107,-0.049994614,3.417954445
595.1148785,-0.049987577,3.417646646
600.1247546,-0.049994614,3.41703105
605.1248366,-0.049994614,3.416723251
610.1248701,-0.049994614,3.416107655
615.1249132,-0.049994614,3.415800095
620.1249537,-0.049994614,3.415492296
625.1250037,-0.049994614,3.414876699
630.1251561,-0.049994614,3.414568901
635.1351316,-0.049994614,3.414261103
640.1451159,-0.049991097,3.413953304
645.1451533,-0.049991097,3.413337708
650.1451933,-0.049998134,3.413029909
655.1452349,-0.049991097,3.412722111
660.1452853,-0.049991097,3.412106752
665.1453115,-0.049994614,3.411798954
670.1453569,-0.049994614,3.411491156
675.1453815,-0.049991097,3.411183357
680.1454312,-0.049991097,3.41056776
685.1454716,-0.050001655,3.410259962
690.1455136,-0.049991097,3.409644365
695.1455455,-0.049991097,3.409644365
700.1456872,-0.049994614,3.409029007
705.1556384,-0.049994614,3.408721209
710.1556811,-0.049991097,3.40841341
715.1557162,-0.050005171,3.408105612
720.1557597,-0.049994614,3.407182217
725.1557962,-0.049991097,3.407182217
730.1558397,-0.049991097,3.406874418
735.1558871,-0.049991097,3.40656662
740.1559187,-0.049994614,3.406258821
745.1559629,-0.049994614,3.405643463
750.1559629,-0.049991097,3.405335665
755.156038,-0.049994614,3.404720068
760.1560792,-0.049994614,3.404720068
765.1561219,-0.049994614,3.40441227
770.1624095,-0.049994614,3.403796673
775.1624487,-0.049991097,3.403488874
780.1624907,-0.049994614,3.402873516
785.1625276,-0.049991097,3.402873516
790.1625692,-0.049991097,3.402257919
795.16261,-0.049987577,3.402257919
800.1626504,-0.049991097,3.401642323
805.1626901,-0.049991097,3.401642323
810.1627278,-0.049991097,3.401026726
815.162774,-0.049991097,3.400718927
820.1628106,-0.049991097,3.400411129
825.1628468,-0.049991097,3.399795532
830.1641379,-0.049991097,3.399487972
835.1641768,-0.049991097,3.399180174
840.1642342,-0.049994614,3.398872375
845.1642607,-0.049991097,3.398564577
850.1642881,-0.049991097,3.398256779
855.1643385,-0.049991097,3.39794898
860.1643789,-0.049994614,3.397333384
865.1645429,-0.049991097,3.397333384
870.1744864,-0.049991097,3.397025585
875.1744983,-0.049987577,3.396717787
880.1745904,-0.049991097,3.396102428
885.1845812,-0.049994614,3.396102428
890.1858739,-0.049994614,3.395486832
895.185917,-0.049994614,3.395179033
900.1859509,-0.049991097,3.395179033
905.1859944,-0.049994614,3.394871235
910.1860294,-0.049991097,3.394563437
915.1860387,-0.049994614,3.39394784
920.1861141,-0.049994614,3.393640041
925.1861545,-0.049991097,3.393332243
930.1861942,-0.049994614,3.393332243
935.1864001,-0.049991097,3.392716885
940.1962724,-0.049991097,3.392409086
945.1964772,-0.049998134,3.392101288
950.206353,-0.049991097,3.391793489
955.2064662,-0.049991097,3.391485691
960.2164312,-0.049994614,3.391177893
965.2164717,-0.049991097,3.390870094
970.2165094,-0.049991097,3.390870094
975.2165448,-0.049998134,3.390254498
980.2165925,-0.049991097,3.390254498
985.2166287,-0.049987577,3.389946699
990.2166664,-0.049991097,3.389639139
995.2167134,-0.049994614,3.389331341
1000.216744,-0.049998134,3.389023542
1005.216794,-0.049994614,3.388715744
1010.216829,-0.049991097,3.388407946
1015.216877,-0.049991097,3.388100147
1020.216942,-0.049987577,3.38748455
1025.216964,-0.049991097,3.387176752
1030.217003,-0.049994614,3.387176752
1035.217029,-0.049994614,3.386868954
1040.217082,-0.049994614,3.386868954
1045.227112,-0.049994614,3.386253595
1050.227155,-0.049991097,3.386253595
1055.227195,-0.049994614,3.385945797
1060.227233,-0.049991097,3.385945797
1065.227287,-0.049991097,3.3853302
1070.227317,-0.049994614,3.3853302
1075.227358,-0.049994614,3.385022402
1080.227394,-0.049994614,3.384714603
1085.227442,-0.049987577,3.384099007
1090.227485,-0.050001655,3.383791208
1095.227502,-0.049994614,3.383791208
1100.227565,-0.049994614,3.38348341
1105.227605,-0.049991097,3.38317585
1110.227629,-0.049991097,3.382868052
1115.227804,-0.049994614,3.382560253
1120.237718,-0.049994614,3.382560253
1125.237751,-0.049991097,3.382252455
1130.237766,-0.049991097,3.382252455
1135.237833,-0.049994614,3.381636858
1140.23788,-0.049991097,3.381636858
1145.237899,-0.049994614,3.38132906
1150.237996,-0.049991097,3.381021261
1155.237997,-0.049994614,3.380713463
1160.23801,-0.050001655,3.380405664
1165.238103,-0.049987577,3.380405664
1170.248081,-0.049991097,3.380098104
1175.248201,-0.049994614,3.379790306
1180.258178,-0.049987577,3.379482508
1185.25824,-0.049994614,3.379174709
1190.258273,-0.049994614,3.379174709
1195.258318,-0.049994614,3.378866911
1200.258361,-0.049994614,3.378559113
1205.258391,-0.049991097,3.378251314
1210.258439,-0.049994614,3.377943516
1215.258482,-0.049991097,3.377943516
1220.258519,-0.049991097,3.377635717
1225.258555,-0.049991097,3.377635717
1230.258593,-0.049994614,3.377327919
1235.258636,-0.049994614,3.377020121
1240.258691,-0.049991097,3.377020121
1245.258704,-0.049994614,3.376404762
1250.258844,-0.049994614,3.376096964
1255.258933,-0.049984057,3.376404762
1260.268846,-0.049991097,3.375789165
1265.26888,-0.049994614,3.375481367
1270.268918,-0.049994614,3.375481367
1275.268963,-0.049998134,3.37486577
1280.269035,-0.049994614,3.37486577
1285.269039,-0.049991097,3.37486577
1290.269079,-0.049991097,3.37486577
1295.269124,-0.049994614,3.374250174
1300.269167,-0.049994614,3.374250174
1305.269211,-0.049994614,3.373942375
1310.269241,-0.049994614,3.373634815
1315.26945,-0.049994614,3.373327017
1320.279471,-0.049991097,3.373327017
1325.289348,-0.049994614,3.373019218
1330.289404,-0.049994614,3.37271142
1335.289443,-0.049991097,3.372403622
1340.289478,-0.049991097,3.37271142
1345.289653,-0.049994614,3.372095823
1350.29959,-0.049998134,3.372095823
1355.299599,-0.049994614,3.371788025
1360.299639,-0.049991097,3.371788025
1365.299676,-0.049991097,3.371480227
1370.299859,-0.049991097,3.371172428
1375.309758,-0.049994614,3.371172428
1380.309804,-0.049987577,3.371172428
1385.30986,-0.049998134,3.370556831
1390.309884,-0.049994614,3.370249271
1395.309887,-0.049994614,3.370556831
1400.309961,-0.049994614,3.369941473
1405.309999,-0.049994614,3.369941473
1410.31004,-0.049994614,3.369941473
1415.310085,-0.049991097,3.369633675
1420.310248,-0.049994614,3.369325876
1425.310272,-0.049994614,3.368710279
1430.310287,-0.049994614,3.369018078
1435.31029,-0.049994614,3.369018078
1440.320285,-0.049991097,3.368402481
1445.320368,-0.049994614,3.368402481
1450.320457,-0.049994614,3.368094683
1455.320519,-0.049994614,3.367786884
1460.320555,-0.049994614,3.367479086
1465.330483,-0.049994614,3.367786884
1470.330539,-0.049994614,3.367479086
1475.330609,-0.049994614,3.367479086
1480.330712,-0.049998134,3.367171526
1485.330892,-0.049991097,3.367171526
1490.34071,-0.050012212,3.366863728
1495.340727,-0.049987577,3.366863728
1500.340768,-0.049994614,3.366555929
1505.340806,-0.049994614,3.366248131
1510.340938,-0.049998134,3.366248131
1515.340991,-0.049994614,3.365940332
1520.341091,-0.049991097,3.365940332
1525.350962,-0.049991097,3.365632534
1530.351015,-0.049991097,3.365632534
1535.351131,-0.049991097,3.365632534
1540.351194,-0.049991097,3.365324736
1545.351232,-0.049998134,3.364709139
1550.361134,-0.049994614,3.365016937
1555.361211,-0.049994614,3.364709139
1560.361251,-0.049991097,3.36440134
1565.361286,-0.049994614,3.36440134
1570.36143,-0.049994614,3.364093542
1575.361473,-0.049994614,3.364093542
1580.371413,-0.049994614,3.363785982
1585.371453,-0.049998134,3.363785982
1590.371487,-0.049994614,3.363478184
1595.371529,-0.049991097,3.363478184
1600.371617,-0.049991097,3.363478184
1605.371655,-0.049991097,3.363478184
1610.371772,-0.049994614,3.362862587
1615.381791,-0.049991097,3.362862587
1620.391727,-0.049994614,3.362554789
1625.391797,-0.049994614,3.36224699
1630.401822,-0.049994614,3.36224699
1635.401849,-0.049994614,3.361939192
1640.401902,-0.049991097,3.36224699
1645.40193,-0.050005171,3.361631393
1650.402083,-0.049994614,3.361939192
1655.412007,-0.049991097,3.361631393
1660.412055,-0.049994614,3.361323595
1665.412087,-0.049984057,3.361323595
1670.413345,-0.049991097,3.361323595
1675.413458,-0.049991097,3.361015797
1680.413499,-0.049991097,3.360708237
1685.41353,-0.049994614,3.360708237
1690.413579,-0.049991097,3.360708237
1695.413829,-0.049991097,3.360400438
1700.423646,-0.049994614,3.36009264
1705.423675,-0.049980536,3.36009264
1710.423741,-0.049994614,3.36009264
1715.423775,-0.049991097,3.359784842
1720.423824,-0.049994614,3.359784842
1725.425119,-0.049987577,3.359784842
1730.425194,-0.049994614,3.359477043
1735.43527,-0.049994614,3.359477043
1740.445158,-0.049994614,3.359477043
1745.445235,-0.049991097,3.359169245
1750.445271,-0.049994614,3.358861446
1755.445309,-0.049991097,3.359169245
1760.445394,-0.049994614,3.358553648
1765.445674,-0.049991097,3.358553648
1770.455467,-0.049998134,3.35824585
1775.45675,-0.049991097,3.358553648
1780.456791,-0.049994614,3.35824585
1785.456828,-0.049991097,3.357938051
1790.456872,-0.049991097,3.357938051
1795.456911,-0.049991097,3.357938051
1800.456977,-0.049991097,3.357630253
1805.466963,-0.049991097,3.357630253
1810.467,-0.049994614,3.357630253
1815.467041,-0.049994614,3.357630253
1820.46708,-0.049991097,3.357322693
1825.467123,-0.049991097,3.357322693
1830.467162,-0.049998134,3.357322693
1835.477206,-0.049991097,3.357014894
1840.477233,-0.049994614,3.356707096
1845.477325,-0.049991097,3.357014894
1850.48732,-0.049991097,3.356399298
1855.487357,-0.049991097,3.356707096
1860.487399,-0.049991097,3.356399298
1865.487446,-0.049994614,3.356091499
1870.487468,-0.049994614,3.356091499
1875.487512,-0.049991097,3.356399298
1880.487558,-0.050001655,3.355783701
1885.487605,-0.049991097,3.355783701
1890.487637,-0.049991097,3.355783701
1895.487687,-0.049994614,3.355475903
1900.487726,-0.049991097,3.355475903
1905.487804,-0.049998134,3.355475903
1910.497806,-0.049991097,3.355783701
1915.497856,-0.049994614,3.355168104
1920.497884,-0.049994614,3.355168104
1925.497923,-0.049994614,3.354860306
1930.497965,-0.049994614,3.354552507
1935.498009,-0.049991097,3.354860306
1940.498044,-0.049991097,3.354552507
1945.498092,-0.049987577,3.354860306
1950.498124,-0.049991097,3.354552507
1955.498168,-0.049994614,3.354244947
1960.498212,-0.049991097,3.353937149
1965.498257,-0.049991097,3.354244947
1970.498298,-0.049987577,3.354244947
1975.498323,-0.049987577,3.353937149
1980.498427,-0.049991097,3.353937149
1985.498458,-0.049991097,3.353629351
1990.498607,-0.049991097,3.353629351
1995.508484,-0.049991097,3.353629351
2000.508528,-0.049994614,3.353013754
2005.508564,-0.049991097,3.353629351
2010.508608,-0.049994614,3.353013754
2015.508644,-0.049994614,3.353013754
2020.508688,-0.049994614,3.352705956
2025.508693,-0.049991097,3.353013754
2030.508772,-0.049991097,3.352705956
2035.508812,-0.049994614,3.352705956
2040.508936,-0.049991097,3.353013754
2045.508989,-0.049991097,3.352705956
2050.509013,-0.049991097,3.352705956
2055.512764,-0.049994614,3.352705956
2060.512804,-0.049991097,3.352398157
2065.512914,-0.049994614,3.352398157
2070.512952,-0.049998134,3.352090359
2075.522841,-0.049994614,3.352398157
2080.522915,-0.049991097,3.35178256
2085.523043,-0.049994614,3.35178256
2090.524295,-0.049998134,3.351474762
2095.524333,-0.049991097,3.35178256
2100.524442,-0.049991097,3.351474762
2105.524461,-0.049994614,3.351474762
2110.524486,-0.049994614,3.351474762
2115.524538,-0.049994614,3.351474762
2120.532036,-0.049991097,3.351166964
2125.53208,-0.049994614,3.351166964
2130.532167,-0.049991097,3.351166964
2135.532207,-0.049994614,3.350859404
2140.542184,-0.049991097,3.350859404
2145.542188,-0.049994614,3.350859404
2150.542313,-0.049998134,3.350551605
2155.542353,-0.049991097,3.350551605
2160.542425,-0.049991097,3.350551605
2165.542461,-0.049994614,3.350551605
2170.542516,-0.049987577,3.350551605
2175.552412,-0.049991097,3.349936008
2180.552519,-0.049987577,3.350551605
2185.552583,-0.049991097,3.350243807
2190.552645,-0.049991097,3.349936008
2195.552697,-0.049991097,3.350243807
2200.552741,-0.049991097,3.349936008
2205.558974,-0.049994614,3.349936008
2210.55901,-0.049998134,3.34962821
2215.559103,-0.049991097,3.34962821
2220.559143,-0.049994614,3.34962821
2225.559185,-0.049991097,3.349936008
2230.559227,-0.049991097,3.34962821
2235.559265,-0.049994614,3.349320412
2240.559458,-0.049998134,3.349012613
2245.569266,-0.049994614,3.349012613
2250.569321,-0.049991097,3.349012613
2255.569366,-0.049998134,3.349012613
2260.569408,-0.049991097,3.349012613
2265.569447,-0.049994614,3.348704815
2270.569517,-0.049994614,3.348704815
2275.569609,-0.049994614,3.348704815
2280.569621,-0.049994614,3.348704815
2285.579594,-0.049991097,3.348397017
2290.579668,-0.049991097,3.348089218
2295.579747,-0.049991097,3.348704815
2300.579791,-0.050001655,3.348089218
2305.57983,-0.049998134,3.348089218
2310.579841,-0.049991097,3.348089218
2315.589805,-0.049994614,3.348089218
2320.589836,-0.049994614,3.348089218
2325.59003,-0.049991097,3.348089218
2330.599924,-0.049991097,3.348089218
2335.599963,-0.049998134,3.347781658
2340.599979,-0.049991097,3.347781658
2345.600141,-0.049991097,3.347781658
2350.600317,-0.049987577,3.347781658
2355.610124,-0.049991097,3.347781658
2360.610197,-0.049994614,3.347781658
2365.61027,-0.049991097,3.34747386
2370.610335,-0.049991097,3.34747386
2375.610391,-0.049991097,3.34747386
2380.610403,-0.049994614,3.347166061
2385.620359,-0.049994614,3.347166061
2390.620458,-0.049991097,3.347166061
2395.620493,-0.049991097,3.346858263
2400.620583,-0.049991097,3.347166061
2405.620637,-0.049987577,3.347166061
2410.620681,-0.049994614,3.346858263
2415.620801,-0.049994614,3.346858263
2420.630649,-0.049994614,3.346550465
2425.630692,-0.049991097,3.346858263
2430.630815,-0.049991097,3.346858263
2435.630876,-0.049994614,3.346550465
2440.630913,-0.050001655,3.346858263
2445.640849,-0.049994614,3.346242666
2450.64097,-0.049991097,3.346550465
2455.641014,-0.049991097,3.346550465
2460.641046,-0.049994614,3.346242666
2465.641063,-0.049998134,3.346242666
2470.641122,-0.050001655,3.346242666
2475.641187,-0.049994614,3.346242666
2480.651131,-0.049991097,3.346242666
2485.651397,-0.049991097,3.345627069
2490.661205,-0.049987577,3.346242666
2495.66125,-0.049994614,3.345627069
2500.66129,-0.049991097,3.345934868
2505.661326,-0.049994614,3.345627069
2510.661368,-0.049994614,3.345627069
2515.661409,-0.049991097,3.345627069
2520.661768,-0.049991097,3.345934868
2525.671488,-0.049991097,3.345627069
2530.671525,-0.049991097,3.345319271
2535.671565,-0.049991097,3.345627069
2540.671597,-0.049998134,3.345319271
2545.671643,-0.049994614,3.345319271
2550.671691,-0.049991097,3.345319271
2555.671778,-0.049991097,3.345319271
2560.671875,-0.049991097,3.345319271
2565.671922,-0.049991097,3.345319271
2570.671957,-0.049991097,3.345011473
2575.672002,-0.049987577,3.345319271
2580.672029,-0.049991097,3.345011473
2585.67205,-0.049994614,3.345011473
2590.682052,-0.050001655,3.344396114
2595.682143,-0.049991097,3.345011473
2600.682177,-0.049991097,3.344703674
2605.682243,-0.049991097,3.344703674
2610.682251,-0.049991097,3.344703674
2615.682252,-0.049991097,3.344396114
2620.682354,-0.049994614,3.344396114
2625.692289,-0.049994614,3.344396114
2630.692331,-0.050001655,3.344088316
2635.692382,-0.049991097,3.344396114
2640.692415,-0.049994614,3.344396114
2645.692543,-0.049991097,3.344396114
2650.692611,-0.049994614,3.344088316
2655.69277,-0.049994614,3.344088316
2660.70257,-0.049987577,3.344088316
2665.702611,-0.049994614,3.344088316
2670.7027,-0.049994614,3.343780518
2675.702738,-0.049994614,3.344088316
2680.702784,-0.049994614,3.343780518
2685.702867,-0.049991097,3.344088316
2690.712814,-0.049991097,3.343472719
2695.712852,-0.049991097,3.343780518
2700.712894,-0.049991097,3.343472719
2705.712927,-0.049991097,3.343780518
2710.712973,-0.049991097,3.343472719
2715.713113,-0.049991097,3.343472719
2720.71322,-0.049991097,3.343780518
2725.72308,-0.049991097,3.343164921
2730.723159,-0.049991097,3.343164921
2735.733176,-0.049994614,3.343164921
2740.733182,-0.049991097,3.343472719
2745.733243,-0.049994614,3.343164921
2750.733291,-0.049991097,3.343164921
2755.733305,-0.049991097,3.343164921
2760.733372,-0.049991097,3.343164921
2765.733422,-0.049994614,3.343164921
2770.733455,-0.049991097,3.342857122
2775.7335,-0.049991097,3.343164921
2780.733531,-0.049991097,3.342857122
2785.73358,-0.049991097,3.343164921
2790.733618,-0.049998134,3.342857122
2795.73374,-0.049991097,3.342857122
2800.733798,-0.049994614,3.342857122
2805.733877,-0.049991097,3.342857122
2810.743775,-0.049991097,3.342857122
2815.743817,-0.049991097,3.342549324
2820.743854,-0.049994614,3.342857122
2825.743959,-0.049994614,3.342549324
2830.744003,-0.049991097,3.342857122
2835.744082,-0.049994614,3.342241526
2840.744115,-0.049994614,3.342241526
2845.754057,-0.049991097,3.342241526
2850.754095,-0.049991097,3.342549324
2855.754241,-0.049994614,3.342549324
2860.7543,-0.049994614,3.341933727
2865.754316,-0.049994614,3.342241526
2870.764255,-0.049994614,3.342241526
2875.764356,-0.049994614,3.341933727
2880.764456,-0.049991097,3.342241526
2885.764487,-0.049991097,3.342241526
2890.764523,-0.049991097,3.342241526
2895.764776,-0.049991097,3.341933727
2900.774608,-0.049991097,3.341933727
2905.774802,-0.049994614,3.341933727
2910.78458,-0.049994614,3.341933727
2915.784613,-0.049991097,3.341933727
2920.784658,-0.049994614,3.341933727
2925.784701,-0.049994614,3.341625929
2930.784905,-0.049991097,3.341933727
2935.78491,-0.049994614,3.341625929
2940.784947,-0.049998134,3.341625929
2945.794853,-0.049991097,3.341625929
2950.794888,-0.049987577,3.341625929
2955.795088,-0.049994614,3.341318369
2960.804975,-0.049991097,3.341318369
2965.805017,-0.049998134,3.341010571
2970.805067,-0.049991097,3.341318369
2975.805091,-0.049991097,3.341010571
2980.805136,-0.049994614,3.341318369
2985.80518,-0.049991097,3.341010571
2990.805212,-0.049991097,3.341318369
2995.805259,-0.049980536,3.341318369
3000.805287,-0.049994614,3.341010571
3005.805387,-0.049991097,3.341010571
3010.805424,-0.049991097,3.341318369
3015.805524,-0.049991097,3.341010571
3020.805549,-0.049991097,3.340702772
3025.805592,-0.049991097,3.341318369
3030.805648,-0.049994614,3.341010571
3035.81558,-0.049991097,3.340702772
3040.815619,-0.049994614,3.340702772
3045.815656,-0.049994614,3.340702772
3050.815808,-0.049991097,3.341010571
3055.815834,-0.049994614,3.340702772
3060.815876,-0.049991097,3.341010571
3065.815959,-0.049994614,3.340702772
3070.815975,-0.049991097,3.340394974
3075.816004,-0.049991097,3.340702772
3080.825942,-0.049984057,3.340702772
3085.826025,-0.049991097,3.340702772
3090.826126,-0.049994614,3.340394974
3095.826157,-0.049991097,3.340394974
3100.826245,-0.049994614,3.340394974
3105.836141,-0.049994614,3.340394974
3110.836179,-0.049991097,3.340394974
3115.836218,-0.049994614,3.340087175
3120.836261,-0.049994614,3.340394974
3125.836296,-0.049991097,3.340087175
3130.836337,-0.049991097,3.340394974
3135.836482,-0.049980536,3.340087175
3140.83651,-0.049991097,3.340087175
3145.83655,-0.049991097,3.340087175
3150.836577,-0.049991097,3.340087175
3155.836618,-0.049994614,3.339779377
3160.836664,-0.049998134,3.339779377
3165.846627,-0.049994614,3.339779377
3170.856671,-0.049991097,3.340087175
3175.856813,-0.049994614,3.339471579
3180.866741,-0.049994614,3.340087175
3185.866774,-0.049994614,3.339779377
3190.866824,-0.049991097,3.340087175
3195.866826,-0.049991097,3.339779377
3200.866898,-0.049994614,3.339471579
3205.86692,-0.049994614,3.339779377
3210.866964,-0.049991097,3.339779377
3215.867021,-0.049991097,3.339471579
3220.867058,-0.049994614,3.339471579
3225.867258,-0.049991097,3.339779377
3230.877144,-0.049987577,3.339471579
3235.877177,-0.049994614,3.339779377
3240.877293,-0.049991097,3.339779377
3245.887245,-0.049994614,3.339471579
3250.887325,-0.049994614,3.339471579
3255.887337,-0.049991097,3.339471579
3260.887509,-0.049994614,3.33916378
3265.897425,-0.049998134,3.33916378
3270.897464,-0.049991097,3.339471579
3275.897511,-0.049991097,3.33916378
3280.89754,-0.049994614,3.33916378
3285.897585,-0.049994614,3.33916378
3290.897624,-0.049994614,3.33916378
3295.897665,-0.049991097,3.33916378
3300.897708,-0.049994614,3.338855982
3305.897899,-0.049994614,3.338855982
3310.90794,-0.049994614,3.338855982
3315.918057,-0.049994614,3.338855982
3320.927876,-0.049994614,3.338855982
3325.927937,-0.049994614,3.33916378
3330.937942,-0.049994614,3.338855982
3335.937983,-0.050001655,3.33916378
3340.938025,-0.049994614,3.338548183
3345.938075,-0.049994614,3.338855982
3350.938104,-0.049991097,3.338855982
3355.938145,-0.049994614,3.338548183
3360.938183,-0.049991097,3.338855982
3365.938226,-0.049994614,3.338548183
3370.938267,-0.049998134,3.338548183
3375.938307,-0.049991097,3.338548183
3380.938371,-0.049991097,3.338548183
3385.938389,-0.049991097,3.338548183
3390.938428,-0.049998134,3.338548183
3395.938471,-0.049991097,3.338240385
3400.93851,-0.049994614,3.338548183
3405.938548,-0.050005171,3.338240385
3410.938591,-0.049991097,3.338240385
3415.938726,-0.049987577,3.338548183
3420.938764,-0.049994614,3.338548183
3425.938818,-0.049994614,3.338240385
3430.938854,-0.049991097,3.338240385
3435.938895,-0.049994614,3.338240385
3440.938933,-0.049994614,3.338240385
3445.939094,-0.049994614,3.337932825
3450.948958,-0.049994614,3.337932825
3455.949187,-0.049994614,3.338240385
3460.958992,-0.049994614,3.338240385
3465.959027,-0.049994614,3.337932825
3470.959066,-0.049994614,3.337932825
3475.959101,-0.049987577,3.338240385
3480.959267,-0.049994614,3.337932825
3485.969338,-0.049991097,3.337932825
3490.979231,-0.049994614,3.337932825
3495.979268,-0.049991097,3.337932825
3500.979315,-0.049991097,3.337932825
3505.979352,-0.049991097,3.337932825
3510.989339,-0.049991097,3.337932825
3515.989423,-0.049991097,3.337932825
3520.989638,-0.049991097,3.337932825
3525.999498,-0.049994614,3.337625027
3530.99957,-0.049994614,3.337625027
3535.99959,-0.049991097,3.337932825
3540.999632,-0.049994614,3.337932825
3545.999671,-0.049994614,3.337932825
3550.99971,-0.049994614,3.337625027
3555.999752,-0.050008692,3.337625027
3560.999789,-0.049994614,3.337932825
3565.999821,-0.049991097,3.337932825
3570.999871,-0.049991097,3.337625027
3575.999911,-0.049994614,3.337625027
3580.999941,-0.049994614,3.337625027
3586.000002,-0.049991097,3.337625027
3591.000024,-0.049991097,3.337625027
3596.00007,-0.049994614,3.337625027
3601.00011,-0.049994614,3.337317228
3606.000139,-0.049991097,3.337625027
3611.000191,-0.049987577,3.337317228
3616.000234,-0.049987577,3.337317228
3621.000273,-0.049991097,3.337625027
3626.000311,-0.049994614,3.337317228
3631.000348,-0.049987577,3.337317228
3636.000392,-0.049991097,3.337317228
3641.000422,-0.049991097,3.337317228
3646.000522,-0.049994614,3.337317228
3651.000655,-0.049994614,3.33700943
3656.010557,-0.049991097,3.33700943
3661.010595,-0.049994614,3.33700943
3666.010789,-0.049991097,3.33700943
3671.020642,-0.049991097,3.337317228
3676.020716,-0.049991097,3.33700943
