Time_s,R0,R1,R2,C1,C2
4937.685292,0.001,0.0530302582250095,0.0532654654919983,41.4154311461192,53.3528701242157
4938.694299,0.0969869834908373,0.0231797834367709,0.023193163234553,105.236813056357,110.738118805975
4939.698518,0.0489679650091314,0.0453779512540537,10,55.4456152328951,52.5520854829812
4940.704434,0.0490061318598949,0.0453215265306777,10,55.4002998943535,52.6707837967911
4941.705492,0.0490155851439471,0.0453076794478649,10,55.3888079689256,52.7006897101947
4942.710519,0.0490305714967484,0.0453146564048977,10,55.3890520625072,52.6736684718179
4943.717607,0.0490408157519438,0.045312898043417,10,55.3889821484689,52.6805450319231
4944.725598,0.0490400168614966,0.045317226325966,10,55.3823880081634,52.6803343479021
4945.726726,0.049016488453039,0.0453181601219994,10,55.3851950221262,52.7069848904832
4946.735697,0.0490068505448053,0.0453178442069687,10,55.3842834115377,52.6983848221002
4947.744123,0.048981068970358,0.0453351667769954,10,55.3657436955807,52.7202054582844
4948.748856,0.0489696021108634,0.045335920599261,10,55.3636569072209,52.7127642434267
4949.748919,0.0489652416018914,0.0453517937705269,10,55.3461650630104,52.7104414791045
4950.752686,0.0489659224216005,0.0453520145172054,10,55.3422065064307,52.7226640395149
4951.760978,0.048944432893892,0.0453485806250669,10,55.3480917515168,52.7375152996013
4952.762078,0.0489434295231267,0.0453507734841598,10,55.3449098675389,52.7255729466067
4953.771347,0.048935355910988,0.0453445271049555,10,55.3519023117227,52.7191997443811
4954.775165,0.785816035301999,4.17139902147864,0.0493368557122713,10,42.06625760586
4955.780244,1.31598668480774,0.033860851291291,10,74.5731415204746,119.249047852659
4956.782353,1.31800968817161,0.0336300211790539,10,75.0350279450675,129.358807610027
4957.790298,1.31786585014922,0.0333875010585841,10,75.6374450328057,128.964256774171
4958.797485,1.3178302901225,0.0333283387269777,10,75.7863010075846,128.866518920778
4959.804439,1.31776627699902,0.0332266673849191,10,76.0436368091743,128.69630857948
4960.805455,1.31771563163785,0.0331493006951482,10,76.2411800867466,128.56584753285
4961.814268,1.31769908950048,0.0331228008136063,10,76.309167649038,128.521084413506
4962.814595,1.31765174320256,0.0330571333611917,10,76.4780698535799,128.408190506621
4963.823743,1.3176152853071,0.0330029542292674,10,76.6186002933708,128.316510868529
4964.828766,1.31759369348033,0.032972402315018,10,76.6981767893516,128.263867487895
4965.833705,1.31756910497946,0.0329382463288145,10,76.7872616838018,128.204998226896
4966.841725,1.31756104459362,0.0329268771670804,10,76.8170206956017,128.185356053123
4967.850787,1.31752976149408,0.0328875043522077,10,76.9200182442674,128.116858053309
4968.855804,1.31752002206723,0.0328740775783673,10,76.9554673081846,128.093822843306
4969.858964,1.317500836558,0.0328501175041075,10,77.0185065323523,128.051992220062
